YEAR,MONTH,DAY,WEEKDAY,HOUR,TEAM1,TEAM2,STADIUM,LOCATION,WINNER
2019,09,1,6,14,KT,한화,대전,대전,한화
2018,09,30,6,14,SK,삼성,대구,대구,SK
2018,09,30,6,14,NC,키움,고척,서울,키움
2018,09,30,6,14,롯데,KT,수원,수원,롯데
2018,09,30,6,14,LG,두산,잠실,서울,두산
2018,09,30,6,14,한화,KIA,광주,광주,KIA
2018,09,29,5,17,SK,삼성,대구,대구,삼성
2018,09,29,5,17,NC,키움,고척,서울,키움
2018,09,29,5,17,롯데,KT,수원,수원,롯데
2018,09,29,5,17,LG,두산,잠실,서울,두산
2018,09,29,5,17,한화,KIA,광주,광주,KIA
2018,09,28,4,18,두산,한화,대전,대전,한화
2018,09,28,4,18,NC,SK,문학,인천,SK
2018,09,28,4,18,롯데,키움,고척,서울,키움
2018,09,28,4,18,KT,삼성,대구,대구,0
2018,09,28,4,18,KIA,LG,잠실,서울,KIA
2018,09,27,3,18,두산,한화,대전,대전,한화
2018,09,27,3,18,NC,SK,문학,인천,SK
2018,09,27,3,18,롯데,키움,고척,서울,롯데
2018,09,27,3,18,KT,삼성,대구,대구,삼성
2018,09,27,3,18,KIA,LG,잠실,서울,LG
2018,09,26,2,14,키움,두산,잠실,서울,두산
2018,09,26,2,14,삼성,한화,대전,대전,한화
2018,09,26,2,14,NC,롯데,사직,부산,롯데
2018,09,26,2,14,LG,SK,문학,인천,SK
2018,09,26,2,14,KIA,KT,수원,수원,KT
2018,09,25,1,14,키움,두산,잠실,서울,두산
2018,09,25,1,14,삼성,한화,대전,대전,삼성
2018,09,25,1,14,NC,롯데,사직,부산,롯데
2018,09,25,1,14,LG,SK,문학,인천,SK
2018,09,25,1,14,KIA,KT,수원,수원,KIA
2018,09,23,6,14,SK,키움,고척,서울,키움
2018,09,23,6,14,두산,NC,마산,창원,NC
2018,09,23,6,14,롯데,삼성,대구,대구,삼성
2018,09,23,6,14,KT,LG,잠실,서울,LG
2018,09,23,6,14,KIA,한화,대전,대전,한화
2018,09,22,5,17,SK,키움,고척,서울,키움
2018,09,22,5,17,두산,NC,마산,창원,두산
2018,09,22,5,17,롯데,삼성,대구,대구,롯데
2018,09,22,5,17,KT,LG,잠실,서울,KT
2018,09,22,5,17,KIA,한화,대전,대전,KIA
2018,09,21,4,18,삼성,키움,고척,서울,삼성
2018,09,21,4,18,두산,LG,잠실,서울,두산
2018,09,21,4,18,NC,KIA,광주,광주,KIA
2018,09,21,4,18,한화,SK,문학,인천,SK
2018,09,20,3,18,삼성,키움,고척,서울,키움
2018,09,20,3,18,두산,LG,잠실,서울,두산
2018,09,20,3,18,NC,KIA,광주,광주,KIA
2018,09,20,3,18,KT,롯데,사직,부산,롯데
2018,09,20,3,18,한화,SK,문학,인천,한화
2018,09,19,2,18,SK,KT,수원,수원,SK
2018,09,19,2,18,두산,키움,고척,서울,키움
2018,09,19,2,18,롯데,LG,잠실,서울,롯데
2018,09,19,2,18,KIA,삼성,대구,대구,삼성
2018,09,19,2,18,한화,NC,마산,창원,한화
2018,09,18,1,18,SK,KT,수원,수원,KT
2018,09,18,1,18,두산,키움,고척,서울,키움
2018,09,18,1,18,롯데,LG,잠실,서울,롯데
2018,09,18,1,18,KIA,삼성,대구,대구,KIA
2018,09,18,1,18,한화,NC,마산,창원,NC
2018,09,16,6,14,키움,롯데,사직,부산,키움
2018,09,16,6,14,삼성,KT,수원,수원,KT
2018,09,16,6,14,SK,KIA,광주,광주,KIA
2018,09,16,6,14,NC,두산,잠실,서울,두산
2018,09,16,6,14,LG,한화,대전,대전,한화
2018,09,15,5,17,키움,롯데,사직,부산,키움
2018,09,15,5,17,삼성,KT,수원,수원,삼성
2018,09,15,5,17,SK,KIA,광주,광주,KIA
2018,09,15,5,17,NC,두산,잠실,서울,NC
2018,09,15,5,17,LG,한화,대전,대전,LG
2018,09,14,4,18,키움,NC,마산,창원,NC
2018,09,14,4,18,SK,한화,청주,청주,SK
2018,09,14,4,18,LG,삼성,대구,대구,삼성
2018,09,14,4,18,KT,두산,잠실,서울,두산
2018,09,14,4,18,KIA,롯데,사직,부산,KIA
2018,09,13,3,18,SK,한화,청주,청주,SK
2018,09,13,3,18,LG,삼성,대구,대구,LG
2018,09,13,3,18,KT,두산,잠실,서울,두산
2018,09,12,2,18,키움,LG,잠실,서울,LG
2018,09,12,2,18,두산,롯데,사직,부산,두산
2018,09,12,2,18,KT,SK,문학,인천,SK
2018,09,12,2,18,KIA,NC,마산,창원,NC
2018,09,12,2,18,한화,삼성,대구,대구,한화
2018,09,11,1,18,키움,LG,잠실,서울,키움
2018,09,11,1,18,두산,롯데,사직,부산,두산
2018,09,11,1,18,KT,SK,문학,인천,SK
2018,09,11,1,18,KIA,NC,마산,창원,NC
2018,09,11,1,18,한화,삼성,대구,대구,한화
2018,09,9,6,14,삼성,KIA,광주,광주,삼성
2018,09,9,6,14,두산,SK,문학,인천,SK
2018,09,9,6,14,롯데,NC,마산,창원,NC
2018,09,9,6,14,KT,키움,고척,서울,키움
2018,09,9,6,14,한화,LG,잠실,서울,LG
2018,09,8,5,17,삼성,KIA,광주,광주,KIA
2018,09,8,5,17,두산,SK,문학,인천,두산
2018,09,8,5,17,롯데,NC,마산,창원,NC
2018,09,8,5,17,KT,키움,고척,서울,KT
2018,09,8,5,17,한화,LG,잠실,서울,LG
2018,09,7,4,18,키움,KIA,광주,광주,KIA
2018,09,7,4,18,SK,롯데,울산,울산,SK
2018,09,7,4,18,두산,삼성,대구,대구,두산
2018,09,7,4,18,NC,LG,잠실,서울,NC
2018,09,7,4,18,한화,KT,수원,수원,KT
2018,09,6,3,18,키움,KIA,광주,광주,KIA
2018,09,6,3,18,SK,롯데,울산,울산,롯데
2018,09,6,3,18,두산,삼성,대구,대구,두산
2018,09,6,3,18,NC,LG,잠실,서울,LG
2018,09,6,3,18,한화,KT,수원,수원,한화
2018,09,5,2,18,키움,SK,문학,인천,SK
2018,09,5,2,18,삼성,NC,마산,창원,삼성
2018,09,5,2,18,롯데,한화,대전,대전,한화
2018,09,5,2,18,LG,KT,수원,수원,LG
2018,09,5,2,18,KIA,두산,잠실,서울,두산
2018,09,4,1,18,키움,SK,문학,인천,키움
2018,09,4,1,18,삼성,NC,마산,창원,삼성
2018,09,4,1,18,롯데,한화,대전,대전,한화
2018,09,4,1,18,LG,KT,수원,수원,KT
2018,09,4,1,18,KIA,두산,잠실,서울,KIA
2017,09,30,5,17,키움,NC,마산,창원,NC
2017,09,30,5,17,삼성,LG,잠실,서울,LG
2017,09,30,5,17,SK,한화,대전,대전,SK
2017,09,29,4,18,키움,NC,마산,창원,NC
2017,09,29,4,18,두산,LG,잠실,서울,두산
2017,09,29,4,18,롯데,SK,문학,인천,롯데
2017,09,29,4,18,KIA,한화,대전,대전,KIA
2017,09,28,3,18,LG,KT,수원,수원,LG
2017,09,28,3,18,KIA,한화,대전,대전,KIA
2017,09,27,2,18,두산,KT,수원,수원,KT
2017,09,27,2,18,NC,삼성,대구,대구,NC
2017,09,26,1,18,LG,KIA,광주,광주,KIA
2017,09,26,1,18,한화,롯데,사직,부산,롯데
2017,09,24,6,14,LG,NC,마산,창원,NC
2017,09,24,6,14,KT,두산,잠실,서울,두산
2017,09,24,6,14,한화,KIA,광주,광주,한화
2017,09,23,5,17,키움,롯데,사직,부산,롯데
2017,09,23,5,17,삼성,한화,대전,대전,한화
2017,09,23,5,17,LG,NC,마산,창원,LG
2017,09,23,5,17,KT,KIA,광주,광주,KIA
2017,09,22,4,18,두산,KIA,광주,광주,두산
2017,09,22,4,18,롯데,한화,대전,대전,롯데
2017,09,22,4,18,LG,삼성,대구,대구,LG
2017,09,21,3,18,키움,KT,수원,수원,키움
2017,09,21,3,18,LG,삼성,대구,대구,삼성
2017,09,20,2,18,SK,KIA,광주,광주,SK
2017,09,20,2,18,두산,NC,마산,창원,두산
2017,09,20,2,18,한화,LG,잠실,서울,한화
2017,09,19,1,18,SK,KIA,광주,광주,SK
2017,09,19,1,18,두산,롯데,사직,부산,두산
2017,09,19,1,18,KT,LG,잠실,서울,KT
2017,09,17,6,14,키움,NC,마산,창원,키움
2017,09,17,6,14,SK,롯데,사직,부산,롯데
2017,09,17,6,14,두산,삼성,대구,대구,두산
2017,09,17,6,14,KT,KIA,광주,광주,KIA
2017,09,17,6,14,한화,LG,잠실,서울,LG
2017,09,16,5,17,키움,NC,마산,창원,NC
2017,09,16,5,17,SK,롯데,사직,부산,롯데
2017,09,16,5,17,두산,삼성,대구,대구,두산
2017,09,16,5,17,KT,KIA,광주,광주,KIA
2017,09,16,5,17,한화,LG,잠실,서울,한화
2017,09,15,4,18,키움,한화,대전,대전,한화
2017,09,15,4,18,삼성,NC,마산,창원,삼성
2017,09,15,4,18,SK,두산,잠실,서울,SK
2017,09,15,4,18,LG,KT,수원,수원,KT
2017,09,15,4,18,KIA,롯데,사직,부산,롯데
2017,09,14,3,18,키움,한화,대전,대전,한화
2017,09,14,3,18,삼성,NC,마산,창원,0
2017,09,14,3,18,SK,두산,잠실,서울,SK
2017,09,14,3,18,LG,KT,수원,수원,KT
2017,09,14,3,18,KIA,롯데,사직,부산,KIA
2017,09,13,2,18,두산,NC,마산,창원,두산
2017,09,13,2,18,롯데,LG,잠실,서울,LG
2017,09,13,2,18,KT,키움,고척,서울,키움
2017,09,13,2,18,KIA,SK,문학,인천,SK
2017,09,13,2,18,한화,삼성,대구,대구,삼성
2017,09,12,1,18,두산,NC,마산,창원,두산
2017,09,12,1,18,롯데,LG,잠실,서울,롯데
2017,09,12,1,18,KT,키움,고척,서울,KT
2017,09,12,1,18,KIA,SK,문학,인천,KIA
