YEAR,MONTH,DAY,WEEKDAY,HOUR,TEAM1,TEAM2,STADIUM,LOCATION,WINNER,TEMPERATURE,RAINFALL,WINDSPEED,HUMLDITY
2017,8,1,1,18,두산,삼성,대구,대구,두산,31,0,2,63
2017,8,1,1,18,KT,KIA,광주,광주,KT,29,0,1,96
2017,8,1,1,18,한화,NC,마산,창원,NC,28,0,3,86
2019,7,31,2,18,키움,LG,잠실,서울,키움,26,0,0,94
2019,7,31,2,18,두산,NC,창원,창원,NC,30,0,2,69
2019,7,31,2,18,롯데,삼성,대구,대구,롯데,34,0,3,49
2019,7,31,2,18,KIA,SK,문학,인천,KIA,25,0,0,98
2019,7,31,2,18,한화,KT,수원,수원,한화,28,0,3,84
2019,7,30,1,18,키움,LG,잠실,서울,키움,28,0,4,78
2019,7,30,1,18,두산,NC,창원,창원,두산,28,0,1,76
2019,7,30,1,18,롯데,삼성,대구,대구,삼성,33,0,3,57
2019,7,30,1,18,KIA,SK,문학,인천,KIA,27,0,4,86
2019,7,30,1,18,한화,KT,수원,수원,KT,29,0,3,79
2019,7,28,6,18,SK,롯데,사직,부산,SK,27,0,5,83
2019,7,28,6,18,NC,키움,고척,서울,NC,25,1,2,92
2019,7,28,6,18,LG,KT,수원,수원,LG,27,0,3,82
2019,7,28,6,18,한화,삼성,대구,대구,삼성,30,0,2,64
2019,7,27,5,18,SK,롯데,사직,부산,SK,26,6,4,100
2019,7,27,5,18,NC,키움,고척,서울,키움,30,0,1,69
2019,7,27,5,18,KIA,두산,잠실,서울,두산,30,0,1,69
2019,7,27,5,18,LG,KT,수원,수원,LG,30,0,3,80
2019,7,27,5,18,한화,삼성,대구,대구,삼성,30,0,1,73
2019,7,26,4,19,SK,롯데,사직,부산,SK,26,0,6,95
2019,7,26,4,18,NC,키움,고척,서울,키움,25,0,2,93
2019,7,26,4,18,한화,삼성,대구,대구,삼성,29,0,2,70
2019,7,18,3,18,삼성,키움,고척,서울,키움,30,0,1,53
2019,7,18,3,18,KT,두산,잠실,서울,KT,30,0,1,53
2019,7,18,3,18,롯데,KIA,광주,광주,롯데,25,0,2,85
2019,7,18,3,18,LG,SK,문학,인천,LG,28,0,2,59
2019,7,17,2,18,삼성,키움,고척,서울,키움,28,0,2,61
2019,7,17,2,18,KT,두산,잠실,서울,KT,28,0,2,61
2019,7,17,2,18,롯데,KIA,광주,광주,KIA,27,0,0,67
2019,7,17,2,18,LG,SK,문학,인천,SK,27,0,0,65
2019,7,16,1,18,삼성,키움,고척,서울,키움,28,0,2,61
2019,7,16,1,18,KT,두산,잠실,서울,KT,28,0,2,61
2019,7,16,1,18,LG,SK,문학,인천,SK,26,0,2,74
2019,7,14,6,18,키움,SK,문학,인천,SK,26,0,2,69
2019,7,14,6,18,삼성,LG,잠실,서울,LG,30,0,2,45
2019,7,14,6,18,두산,롯데,사직,부산,두산,24,0,2,71
2019,7,14,6,18,KT,NC,창원,창원,KT,23,0,2,73
2019,7,14,6,18,한화,KIA,광주,광주,KIA,28,0,2,65
2019,7,13,5,18,키움,SK,문학,인천,SK,24,0,2,77
2019,7,13,5,18,삼성,LG,잠실,서울,LG,27,0,2,58
2019,7,13,5,18,두산,롯데,사직,부산,두산,23,0,2,72
2019,7,13,5,18,KT,NC,창원,창원,KT,23,0,1,76
2019,7,13,5,18,한화,KIA,광주,광주,한화,26,0,0,65
2019,7,12,4,19,두산,롯데,사직,부산,롯데,24,0,3,69
2019,7,12,4,19,KT,NC,창원,창원,NC,25,0,2,68
2019,7,12,4,18,키움,SK,문학,인천,키움,23,0,2,84
2019,7,12,4,18,삼성,LG,잠실,서울,삼성,25,0,3,61
2019,7,12,4,18,한화,KIA,광주,광주,KIA,25,0,1,71
2019,7,11,3,18,키움,KT,수원,수원,키움,23,0,2,75
2019,7,11,3,18,SK,한화,대전,대전,SK,22,0,0,93
2019,7,11,3,18,두산,LG,잠실,서울,두산,22,0,1,71
2019,7,11,3,18,NC,롯데,사직,부산,NC,25,0,7,75
2019,7,11,3,18,KIA,삼성,대구,대구,삼성,27,0,2,69
2019,7,9,1,18,키움,KT,수원,수원,키움,28,0,2,47
2019,7,9,1,18,SK,한화,대전,대전,한화,26,0,3,57
2019,7,9,1,18,두산,LG,잠실,서울,두산,28,0,2,38
2019,7,9,1,18,NC,롯데,사직,부산,롯데,23,0,4,65
2019,7,9,1,18,KIA,삼성,대구,대구,삼성,22,0,6,66
2019,7,7,6,18,삼성,NC,창원,창원,삼성,24,0,1,62
2019,7,7,6,18,SK,두산,잠실,서울,두산,29,0,2,35
2019,7,7,6,18,롯데,키움,고척,서울,키움,29,0,2,35
2019,7,7,6,18,LG,KIA,광주,광주,LG,23,0,1,85
2019,7,7,6,18,KT,한화,대전,대전,KT,27,0,4,46
2019,7,6,5,18,삼성,NC,창원,창원,0,28,0,3,40
2019,7,6,5,18,SK,두산,잠실,서울,SK,34,0,2,28
2019,7,6,5,18,롯데,키움,고척,서울,키움,34,0,2,28
2019,7,6,5,18,LG,KIA,광주,광주,KIA,30,0,1,47
2019,7,6,5,18,KT,한화,대전,대전,한화,32,0,3,40
2019,7,5,4,19,삼성,NC,창원,창원,NC,23,0,1,76
2019,7,5,4,18,SK,두산,잠실,서울,SK,32,0,3,37
2019,7,5,4,18,롯데,키움,고척,서울,키움,32,0,3,37
2019,7,5,4,18,LG,KIA,광주,광주,KIA,29,0,1,50
2019,7,5,4,18,KT,한화,대전,대전,KT,33,0,3,40
2019,7,4,3,18,삼성,KT,수원,수원,KT,27,0,2,48
2019,7,4,3,18,두산,키움,고척,서울,두산,29,0,3,31
2019,7,4,3,18,한화,LG,잠실,서울,LG,29,0,3,31
2019,7,4,3,18,NC,KIA,광주,광주,NC,29,0,1,54
2019,7,4,3,18,롯데,SK,문학,인천,SK,25,0,4,60
2019,7,3,2,18,삼성,KT,수원,수원,KT,26,0,2,66
2019,7,3,2,18,두산,키움,고척,서울,두산,26,0,3,49
2019,7,3,2,18,한화,LG,잠실,서울,LG,26,0,3,49
2019,7,3,2,18,NC,KIA,광주,광주,NC,26,0,1,57
2019,7,3,2,18,롯데,SK,문학,인천,SK,23,0,2,83
2019,7,2,1,18,삼성,KT,수원,수원,KT,27,0,2,56
2019,7,2,1,18,두산,키움,고척,서울,키움,28,0,3,47
2019,7,2,1,18,한화,LG,잠실,서울,LG,28,0,3,47
2019,7,2,1,18,NC,KIA,광주,광주,KIA,26,0,1,62
2019,7,2,1,18,롯데,SK,문학,인천,SK,24,0,4,67
2018,7,31,1,18,키움,SK,문학,인천,키움,33,0,4,55
2018,7,31,1,18,NC,삼성,대구,대구,0,32,0,4,45
2018,7,31,1,18,롯데,KIA,광주,광주,KIA,33,0,1,54
2018,7,31,1,18,LG,두산,잠실,서울,두산,36,0,2,45
2018,7,31,1,18,KT,한화,대전,대전,KT,35,0,1,47
2018,7,29,6,18,SK,NC,마산,창원,NC,33,0,2,54
2018,7,29,6,18,롯데,키움,고척,서울,롯데,35,0,1,35
2018,7,29,6,18,한화,두산,잠실,서울,두산,35,0,1,35
2018,7,29,6,18,LG,KT,수원,수원,LG,34,0,4,41
2018,7,29,6,18,KIA,삼성,대구,대구,삼성,32,0,4,40
2018,7,28,5,18,SK,NC,마산,창원,SK,29,0,3,82
2018,7,28,5,18,롯데,키움,고척,서울,롯데,29,0,0,81
2018,7,28,5,18,한화,두산,잠실,서울,두산,29,0,0,81
2018,7,28,5,18,LG,KT,수원,수원,KT,29,0,1,88
2018,7,28,5,18,KIA,삼성,대구,대구,삼성,31,0,5,52
2018,7,27,4,18,SK,NC,마산,창원,NC,30,0,2,73
2018,7,27,4,18,롯데,키움,고척,서울,롯데,33,0,3,62
2018,7,27,4,18,한화,두산,잠실,서울,한화,33,0,3,62
2018,7,27,4,18,LG,KT,수원,수원,KT,32,0,3,65
2018,7,27,4,18,KIA,삼성,대구,대구,삼성,33,0,2,55
2018,7,26,3,18,삼성,LG,잠실,서울,LG,33,0,1,59
2018,7,26,3,18,KT,키움,고척,서울,KT,33,0,1,59
2018,7,26,3,18,두산,SK,문학,인천,SK,30,0,2,77
2018,7,26,3,18,NC,롯데,사직,부산,롯데,31,0,2,71
2018,7,26,3,18,KIA,한화,대전,대전,한화,34,0,1,60
2018,7,25,2,18,삼성,LG,잠실,서울,삼성,32,0,2,58
2018,7,25,2,18,KT,키움,고척,서울,키움,32,0,2,58
2018,7,25,2,18,두산,SK,문학,인천,SK,29,0,2,74
2018,7,25,2,18,NC,롯데,사직,부산,NC,30,0,3,70
2018,7,25,2,18,KIA,한화,대전,대전,KIA,33,0,2,62
2018,7,24,1,18,삼성,LG,잠실,서울,삼성,34,0,2,53
2018,7,24,1,18,KT,키움,고척,서울,KT,34,0,2,53
2018,7,24,1,18,두산,SK,문학,인천,SK,31,0,3,66
2018,7,24,1,18,NC,롯데,사직,부산,NC,29,0,4,71
2018,7,24,1,18,KIA,한화,대전,대전,한화,34,0,1,59
2018,7,22,6,18,키움,NC,마산,창원,키움,30,0,3,70
2018,7,22,6,18,SK,롯데,사직,부산,롯데,31,0,7,58
2018,7,22,6,18,두산,LG,잠실,서울,두산,36,0,3,35
2018,7,22,6,18,KT,KIA,광주,광주,KT,30,0,1,65
2018,7,22,6,18,한화,삼성,대구,대구,삼성,33,0,1,48
2018,7,21,5,18,키움,NC,마산,창원,키움,32,0,2,68
2018,7,21,5,18,SK,롯데,사직,부산,SK,30,0,1,71
2018,7,21,5,18,두산,LG,잠실,서울,두산,35,0,2,42
2018,7,21,5,18,KT,KIA,광주,광주,KIA,33,0,2,58
2018,7,21,5,18,한화,삼성,대구,대구,삼성,34,0,2,46
2018,7,20,4,18,키움,NC,마산,창원,NC,31,0,2,67
2018,7,20,4,18,SK,롯데,사직,부산,SK,30,0,2,72
2018,7,20,4,18,두산,LG,잠실,서울,두산,33,0,2,42
2018,7,20,4,18,KT,KIA,광주,광주,KIA,35,0,2,52
2018,7,20,4,18,한화,삼성,대구,대구,한화,35,0,2,37
2018,7,19,3,18,삼성,KIA,광주,광주,삼성,32,0,1,62
2018,7,19,3,18,NC,SK,문학,인천,SK,29,0,3,62
2018,7,19,3,18,롯데,두산,잠실,서울,두산,33,0,2,51
2018,7,19,3,18,LG,키움,고척,서울,LG,33,0,2,51
2018,7,19,3,18,한화,KT,수원,수원,KT,30,0,3,55
2018,7,18,2,18,삼성,KIA,광주,광주,삼성,32,0,1,60
2018,7,18,2,18,NC,SK,문학,인천,NC,28,0,4,71
2018,7,18,2,18,롯데,두산,잠실,서울,두산,32,0,2,50
2018,7,18,2,18,LG,키움,고척,서울,LG,32,0,2,50
2018,7,18,2,18,한화,KT,수원,수원,KT,30,0,2,63
2018,7,17,1,18,삼성,KIA,광주,광주,KIA,31,0,2,70
2018,7,17,1,18,NC,SK,문학,인천,SK,29,0,1,65
2018,7,17,1,18,롯데,두산,잠실,서울,롯데,31,0,2,55
2018,7,17,1,18,LG,키움,고척,서울,LG,31,0,2,55
2018,7,17,1,18,한화,KT,수원,수원,한화,29,0,4,63
2018,7,12,3,18,키움,한화,대전,대전,한화,32,0,2,65
2018,7,12,3,18,SK,LG,잠실,서울,SK,27,0,2,77
2018,7,12,3,18,두산,KT,수원,수원,KT,29,0,2,70
2018,7,12,3,18,KIA,NC,마산,창원,NC,29,0,1,80
2018,7,11,2,18,키움,한화,대전,대전,키움,32,0,1,66
2018,7,11,2,18,SK,LG,잠실,서울,LG,28,0,2,75
2018,7,11,2,18,두산,KT,수원,수원,두산,29,0,2,73
2018,7,11,2,18,KIA,NC,마산,창원,NC,29,0,2,77
2018,7,10,1,18,키움,한화,대전,대전,한화,30,0,1,68
2018,7,10,1,18,SK,LG,잠실,서울,SK,26,0,0,82
2018,7,10,1,18,두산,KT,수원,수원,KT,27,0,1,79
2018,7,10,1,18,KIA,NC,마산,창원,NC,26,0,2,89
2018,7,8,6,18,삼성,두산,잠실,서울,삼성,26,0,1,48
2018,7,8,6,18,NC,키움,고척,서울,NC,26,0,1,48
2018,7,8,6,18,LG,KIA,광주,광주,LG,25,0,2,74
2018,7,8,6,18,KT,롯데,사직,부산,롯데,20,0,3,78
2018,7,8,6,18,한화,SK,문학,인천,한화,25,0,2,50
2018,7,7,5,18,삼성,두산,잠실,서울,두산,27,0,1,48
2018,7,7,5,18,NC,키움,고척,서울,키움,27,0,1,48
2018,7,7,5,18,LG,KIA,광주,광주,LG,26,0,3,73
2018,7,7,5,18,KT,롯데,사직,부산,KT,20,0,4,74
2018,7,7,5,18,한화,SK,문학,인천,SK,26,0,4,61
2018,7,6,4,18,삼성,두산,잠실,서울,두산,25,0,2,52
2018,7,6,4,18,NC,키움,고척,서울,키움,25,0,2,52
2018,7,6,4,18,LG,KIA,광주,광주,KIA,24,0,3,82
2018,7,6,4,18,KT,롯데,사직,부산,롯데,20,0,5,87
2018,7,6,4,18,한화,SK,문학,인천,SK,26,0,2,61
2018,7,5,3,18,삼성,KT,수원,수원,0,27,0,1,77
2018,7,5,3,18,SK,키움,고척,서울,키움,26,0,1,71
2018,7,5,3,18,NC,LG,잠실,서울,NC,26,0,1,71
2018,7,5,3,18,두산,롯데,사직,부산,두산,23,0,2,89
2018,7,5,3,18,한화,KIA,광주,광주,한화,27,0,2,84
2018,7,4,2,18,삼성,KT,수원,수원,KT,27,0,3,75
2018,7,4,2,18,SK,키움,고척,서울,키움,30,0,2,60
2018,7,4,2,18,NC,LG,잠실,서울,LG,30,0,2,60
2018,7,4,2,18,두산,롯데,사직,부산,두산,24,0,4,90
2018,7,4,2,18,한화,KIA,광주,광주,KIA,28,0,1,74
2018,7,3,1,18,SK,키움,고척,서울,SK,32,0,1,57
2018,7,3,1,18,NC,LG,잠실,서울,NC,32,0,1,57
2018,7,3,1,18,한화,KIA,광주,광주,KIA,28,0,2,73
2018,7,1,6,18,키움,삼성,대구,대구,키움,28,0,1,62
2017,7,30,6,18,삼성,키움,고척,서울,키움,30,0,3,54
2017,7,30,6,18,KIA,두산,잠실,서울,두산,30,0,3,54
2017,7,30,6,18,NC,KT,수원,수원,NC,29,0,2,66
2017,7,30,6,18,롯데,SK,문학,인천,롯데,28,0,2,56
2017,7,30,6,18,LG,한화,대전,대전,LG,30,0,1,76
2017,7,29,5,18,삼성,키움,고척,서울,키움,29,0,2,63
2017,7,29,5,18,KIA,두산,잠실,서울,KIA,29,0,2,63
2017,7,29,5,18,NC,KT,수원,수원,KT,29,0,3,72
2017,7,29,5,18,롯데,SK,문학,인천,SK,29,0,2,68
2017,7,29,5,18,LG,한화,대전,대전,LG,28,0,4,81
2017,7,28,4,18,삼성,키움,고척,서울,삼성,26,0,2,89
2017,7,28,4,18,KIA,두산,잠실,서울,0,26,0,2,89
2017,7,28,4,18,NC,KT,수원,수원,NC,27,0,0,97
2017,7,28,4,18,롯데,SK,문학,인천,SK,26,0,2,92
2017,7,28,4,18,LG,한화,대전,대전,한화,30,0,1,77
2017,7,27,3,18,키움,LG,잠실,서울,LG,28,0,2,58
2017,7,27,3,18,SK,KIA,광주,광주,KIA,33,0,2,46
2017,7,27,3,18,두산,KT,수원,수원,두산,28,0,1,66
2017,7,27,3,18,NC,삼성,대구,대구,NC,32,0,2,38
2017,7,27,3,18,한화,롯데,사직,부산,한화,26,0,2,64
2017,7,26,2,18,키움,LG,잠실,서울,LG,31,0,2,45
2017,7,26,2,18,SK,KIA,광주,광주,KIA,31,0,3,61
2017,7,26,2,18,두산,KT,수원,수원,두산,30,0,2,53
2017,7,26,2,18,NC,삼성,대구,대구,삼성,28,0,5,40
2017,7,26,2,18,한화,롯데,사직,부산,롯데,27,0,2,59
2017,7,25,1,18,키움,LG,잠실,서울,키움,34,0,1,42
2017,7,25,1,18,SK,KIA,광주,광주,KIA,31,0,1,77
2017,7,25,1,18,두산,KT,수원,수원,두산,32,0,2,65
2017,7,25,1,18,NC,삼성,대구,대구,삼성,25,0,5,81
2017,7,23,6,18,SK,NC,마산,창원,NC,30,0,1,87
2017,7,23,6,18,롯데,KIA,광주,광주,롯데,31,0,3,81
2017,7,23,6,18,LG,삼성,대구,대구,삼성,31,0,1,62
2017,7,23,6,18,KT,키움,고척,서울,키움,28,0,2,82
2017,7,23,6,18,한화,두산,잠실,서울,두산,28,0,2,82
2017,7,22,5,18,SK,NC,마산,창원,NC,30,0,0,73
2017,7,22,5,18,롯데,KIA,광주,광주,롯데,31,0,2,82
2017,7,22,5,18,KT,키움,고척,서울,KT,31,0,2,66
2017,7,22,5,18,한화,두산,잠실,서울,두산,31,0,2,66
2017,7,21,4,18,SK,NC,마산,창원,NC,31,0,1,81
2017,7,21,4,18,롯데,KIA,광주,광주,롯데,33,0,2,76
2017,7,21,4,18,LG,삼성,대구,대구,LG,35,0,3,49
2017,7,21,4,18,KT,키움,고척,서울,키움,31,0,1,69
2017,7,21,4,18,한화,두산,잠실,서울,두산,31,0,1,69
2017,7,20,3,18,두산,SK,문학,인천,두산,29,0,3,74
2017,7,20,3,18,KT,LG,잠실,서울,LG,33,0,3,57
2017,7,20,3,18,KIA,키움,고척,서울,KIA,33,0,3,57
2017,7,19,2,18,두산,SK,문학,인천,SK,28,0,2,74
2017,7,19,2,18,KT,LG,잠실,서울,LG,30,0,3,66
2017,7,19,2,18,KIA,키움,고척,서울,키움,30,0,3,66
2017,7,18,1,18,두산,SK,문학,인천,두산,28,0,3,78
2017,7,18,1,18,KT,LG,잠실,서울,LG,30,0,2,63
2017,7,18,1,18,KIA,키움,고척,서울,KIA,30,0,2,63
2017,7,13,3,18,키움,두산,잠실,서울,두산,31,0,1,59
2017,7,13,3,18,삼성,KT,수원,수원,KT,30,0,1,63
2017,7,13,3,18,NC,KIA,광주,광주,KIA,32,0,1,57
2017,7,13,3,18,롯데,한화,대전,대전,한화,32,0,0,63
2017,7,13,3,18,LG,SK,문학,인천,LG,29,0,3,69
2017,7,12,2,18,키움,두산,잠실,서울,두산,29,0,3,62
2017,7,12,2,18,삼성,KT,수원,수원,삼성,29,0,2,75
2017,7,12,2,18,NC,KIA,광주,광주,KIA,32,0,1,71
2017,7,12,2,18,롯데,한화,대전,대전,롯데,31,0,1,65
2017,7,12,2,18,LG,SK,문학,인천,LG,27,0,2,73
2017,7,11,1,18,키움,두산,잠실,서울,키움,29,0,2,71
2017,7,11,1,18,삼성,KT,수원,수원,삼성,27,0,2,87
2017,7,11,1,18,NC,KIA,광주,광주,KIA,29,0,2,83
2017,7,11,1,18,롯데,한화,대전,대전,롯데,29,0,1,81
2017,7,11,1,18,LG,SK,문학,인천,SK,26,0,3,90
2017,7,9,6,18,키움,삼성,대구,대구,삼성,31,0,2,64
2017,7,9,6,18,SK,롯데,사직,부산,SK,24,0,5,94
2017,7,9,6,18,두산,NC,마산,창원,NC,28,0,3,83
2017,7,9,6,18,한화,LG,잠실,서울,LG,26,0,2,87
2017,7,8,5,18,키움,삼성,대구,대구,키움,28,0,1,76
2017,7,8,5,18,SK,롯데,사직,부산,롯데,25,0,2,90
2017,7,8,5,18,KIA,KT,수원,수원,KIA,26,0,1,90
2017,7,8,5,18,한화,LG,잠실,서울,한화,26,0,3,81
2017,7,7,4,18,키움,삼성,대구,대구,키움,28,0,1,76
2017,7,7,4,18,SK,롯데,사직,부산,SK,25,0,5,93
2017,7,7,4,18,두산,NC,마산,창원,두산,27,0,2,94
2017,7,6,3,18,KIA,SK,문학,인천,KIA,28,0,3,75
2017,7,6,3,18,한화,키움,고척,서울,키움,27,2,5,80
2017,7,5,2,18,LG,NC,마산,창원,LG,25,0,3,88
2017,7,5,2,18,KT,두산,잠실,서울,두산,31,0,4,55
2017,7,5,2,18,한화,키움,고척,서울,키움,31,0,4,55
2017,7,5,2,18,KIA,SK,문학,인천,SK,29,0,2,62
2017,7,4,1,18,KT,두산,잠실,서울,두산,29,0,3,64
2017,7,4,1,18,한화,키움,고척,서울,키움,29,0,3,64
2017,7,4,1,18,KIA,SK,문학,인천,KIA,26,0,3,78
2017,7,2,6,18,키움,KT,수원,수원,키움,26,0,2,93
2017,7,2,6,18,삼성,SK,문학,인천,SK,23,0,3,96
2017,7,2,6,18,NC,롯데,사직,부산,롯데,25,0,7,86
2017,7,2,6,18,KIA,LG,잠실,서울,KIA,25,0,2,87
2017,7,1,5,18,삼성,SK,문학,인천,삼성,25,0,4,84
2017,7,1,5,18,두산,한화,대전,대전,한화,24,0,0,96
2017,7,1,5,18,NC,롯데,사직,부산,롯데,26,0,6,76
2017,7,1,5,18,KIA,LG,잠실,서울,KIA,26,0,4,66
2019,6,30,6,17,키움,한화,대전,대전,키움,27,0,2,72
2019,6,30,6,17,SK,삼성,대구,대구,SK,30,0,2,55
2019,6,30,6,17,롯데,두산,잠실,서울,롯데,25,0,2,70
2019,6,30,6,17,LG,NC,창원,창원,NC,26,0,1,76
2019,6,30,6,17,KIA,KT,수원,수원,KT,25,0,2,76
2019,6,29,5,17,롯데,두산,잠실,서울,롯데,27,0,1,52
2019,6,29,5,17,KIA,KT,수원,수원,KT,25,0,2,76
2019,6,28,4,19,LG,NC,창원,창원,LG,22,0,2,81
2019,6,28,4,18,키움,한화,대전,대전,키움,28,0,1,63
2019,6,28,4,18,SK,삼성,대구,대구,삼성,25,0,3,73
2019,6,28,4,18,롯데,두산,잠실,서울,두산,26,0,2,62
2019,6,28,4,18,KIA,KT,수원,수원,KT,25,0,3,73
2019,6,27,3,18,SK,LG,잠실,서울,LG,28,0,2,60
2019,6,27,3,18,KIA,키움,고척,서울,키움,28,0,2,60
2019,6,27,3,18,KT,롯데,사직,부산,KT,23,0,4,89
2019,6,27,3,18,한화,NC,창원,창원,NC,25,0,1,83
2019,6,26,2,18,SK,LG,잠실,서울,SK,28,0,2,46
2019,6,26,2,18,KIA,키움,고척,서울,KIA,28,0,2,46
2019,6,25,1,18,SK,LG,잠실,서울,SK,29,0,3,42
2019,6,25,1,18,KIA,키움,고척,서울,키움,29,0,3,42
2019,6,25,1,18,KT,롯데,사직,부산,0,26,0,2,45
2019,6,25,1,18,한화,NC,창원,창원,한화,25,0,2,46
2019,6,23,6,17,키움,롯데,사직,부산,롯데,23,0,1,63
2019,6,23,6,17,삼성,한화,대전,대전,삼성,28,0,1,40
2019,6,23,6,17,두산,SK,문학,인천,SK,27,0,5,42
2019,6,23,6,17,NC,KT,수원,수원,KT,28,0,3,44
2019,6,23,6,17,KIA,LG,잠실,서울,KIA,29,0,3,34
2019,6,22,5,17,키움,롯데,사직,부산,롯데,22,0,3,65
2019,6,22,5,17,삼성,한화,대전,대전,한화,28,0,3,50
2019,6,22,5,17,두산,SK,문학,인천,SK,28,0,3,48
2019,6,22,5,17,NC,KT,수원,수원,NC,29,0,1,42
2019,6,22,5,17,KIA,LG,잠실,서울,KIA,28,0,1,32
2019,6,21,4,19,키움,롯데,사직,부산,키움,24,0,1,69
2019,6,21,4,18,삼성,한화,대전,대전,삼성,27,0,2,53
2019,6,21,4,18,두산,SK,문학,인천,SK,23,0,3,77
2019,6,21,4,18,NC,KT,수원,수원,KT,24,0,2,73
2019,6,21,4,18,KIA,LG,잠실,서울,LG,25,0,2,66
2019,6,20,3,18,SK,KIA,광주,광주,KIA,26,0,1,65
2019,6,20,3,18,NC,두산,잠실,서울,두산,24,0,3,59
2019,6,20,3,18,KT,키움,고척,서울,키움,24,0,3,59
2019,6,20,3,18,롯데,한화,대전,대전,한화,28,0,1,58
2019,6,20,3,18,LG,삼성,대구,대구,LG,32,0,1,35
2019,6,19,2,18,SK,KIA,광주,광주,SK,26,0,1,61
2019,6,19,2,18,NC,두산,잠실,서울,두산,23,0,2,74
2019,6,19,2,18,KT,키움,고척,서울,키움,23,0,2,74
2019,6,19,2,18,롯데,한화,대전,대전,롯데,26,0,0,63
2019,6,19,2,18,LG,삼성,대구,대구,LG,27,0,2,47
2019,6,18,1,18,SK,KIA,광주,광주,KIA,25,0,1,61
2019,6,18,1,18,NC,두산,잠실,서울,두산,22,0,2,69
2019,6,18,1,18,KT,키움,고척,서울,키움,22,0,2,69
2019,6,18,1,18,롯데,한화,대전,대전,롯데,23,0,0,76
2019,6,18,1,18,LG,삼성,대구,대구,삼성,26,0,3,49
2019,6,16,6,17,NC,SK,문학,인천,SK,24,0,4,55
2019,6,16,6,17,LG,두산,잠실,서울,두산,26,0,2,42
2019,6,16,6,17,한화,키움,고척,서울,키움,26,0,2,42
2019,6,16,6,17,KT,삼성,대구,대구,KT,24,0,6,55
2019,6,16,6,17,KIA,롯데,사직,부산,롯데,20,0,2,72
2019,6,15,5,17,NC,SK,문학,인천,SK,24,0,3,56
2019,6,15,5,17,LG,두산,잠실,서울,LG,26,0,4,47
2019,6,15,5,17,한화,키움,고척,서울,키움,26,0,4,47
2019,6,15,5,17,KT,삼성,대구,대구,KT,28,0,4,41
2019,6,15,5,17,KIA,롯데,사직,부산,롯데,21,0,4,75
2019,6,14,4,18,NC,SK,문학,인천,SK,24,0,3,54
2019,6,14,4,18,LG,두산,잠실,서울,두산,26,0,2,42
2019,6,14,4,18,한화,키움,고척,서울,키움,26,0,2,42
2019,6,14,4,18,KT,삼성,대구,대구,삼성,21,0,2,69
2019,6,13,3,18,키움,NC,창원,창원,NC,21,0,1,52
2019,6,13,3,18,삼성,KIA,광주,광주,KIA,24,0,2,63
2019,6,13,3,18,SK,KT,수원,수원,KT,26,0,2,45
2019,6,13,3,18,두산,한화,대전,대전,두산,28,0,2,43
2019,6,13,3,18,롯데,LG,잠실,서울,LG,27,0,2,36
2019,6,12,2,18,키움,NC,창원,창원,키움,19,0,4,71
2019,6,12,2,18,삼성,KIA,광주,광주,KIA,24,0,2,60
2019,6,12,2,18,SK,KT,수원,수원,SK,23,0,3,58
2019,6,12,2,18,두산,한화,대전,대전,두산,26,0,1,48
2019,6,12,2,18,롯데,LG,잠실,서울,LG,24,0,3,43
2019,6,11,1,18,키움,NC,창원,창원,키움,19,0,3,68
2019,6,11,1,18,삼성,KIA,광주,광주,KIA,21,0,1,70
2019,6,11,1,18,SK,KT,수원,수원,SK,23,0,4,51
2019,6,11,1,18,두산,한화,대전,대전,한화,24,0,1,48
2019,6,11,1,18,롯데,LG,잠실,서울,0,23,0,1,42
2019,6,9,6,17,키움,두산,잠실,서울,키움,24,0,2,59
2019,6,9,6,17,삼성,SK,문학,인천,삼성,22,0,2,68
2019,6,9,6,17,롯데,KT,수원,수원,KT,23,0,3,67
2019,6,9,6,17,LG,한화,대전,대전,LG,26,0,3,53
2019,6,9,6,17,KIA,NC,창원,창원,NC,21,0,3,62
2019,6,8,5,17,키움,두산,잠실,서울,키움,25,0,3,52
2019,6,8,5,17,삼성,SK,문학,인천,SK,23,0,2,55
2019,6,8,5,17,롯데,KT,수원,수원,KT,23,0,4,60
2019,6,8,5,17,LG,한화,대전,대전,LG,26,0,1,58
2019,6,8,5,17,KIA,NC,창원,창원,NC,20,0,3,72
2019,6,7,4,19,KIA,NC,창원,창원,NC,19,0,0,88
2019,6,7,4,18,키움,두산,잠실,서울,두산,24,0,1,52
2019,6,7,4,18,삼성,SK,문학,인천,SK,23,0,5,54
2019,6,7,4,18,롯데,KT,수원,수원,KT,24,0,3,58
2019,6,7,4,18,LG,한화,대전,대전,한화,20,0,0,93
2019,6,6,3,17,SK,키움,고척,서울,키움,22,0,2,79
2019,6,6,3,17,NC,삼성,대구,대구,삼성,28,0,3,48
2019,6,6,3,14,두산,KIA,광주,광주,KIA,25,0,3,70
2019,6,6,3,14,KT,LG,잠실,서울,LG,25,0,1,58
2019,6,5,2,18,SK,키움,고척,서울,SK,25,0,2,55
2019,6,5,2,18,KT,LG,잠실,서울,LG,25,0,2,55
2019,6,5,2,18,두산,KIA,광주,광주,두산,28,0,1,54
2019,6,5,2,18,NC,삼성,대구,대구,삼성,34,0,1,17
2019,6,4,1,18,SK,키움,고척,서울,SK,26,0,2,50
